raw_id,biz_name_raw,address_raw,pin,pan,gst,phone
SHP_f04628,Varkey-Dass,"H.No. 505
Chaudhry Road, Hubballi",583181,LUUGV6548Z,29GNLTH7794X1ZD,7981912452
SHP_5c135d,"Bhardwaj, ENT","H.No. 431
Devan Circle, Belagavi",577761,CYUAV1730J,29AGHVX1166O1ZG,4960449201
SHP_77d62e,Narang-Gulati,"28/849, Issac Road, Bengaluru",567501,IEQHF0093U,29XQOIJ5294O1ZR,5068079533
SHP_798d13,Sharaf ENT,"21/85, Dewan Ganj, Hubballi",560601,BLRHB1607H,29KKVZE2763A1ZE,+916978995700
SHP_70266f,Atwal-Kakar,"08, Garg Ganj, Hubballi",567801,FCOWE7030T,29LDDCZ0951X1ZS,+918877303391
SHP_f36f99,Arya and Sons,"016, Bal, Bengaluru",585341,,29TYNCU4075I1ZS,+914519823714
SHP_3a49cf,"Mukherjee, ENT","39
Dixit Street, Belagavi",580021,,29QFGMG4268C1ZM,08627930296
SHP_df8ca9,Bhalla-Deol,"H.No. 06
Purohit Street, Hubballi",582661,,29HZSFP5719H1ZY,07722825087
SHP_fc0e7b,Dasgupta-Chauhan ENT,"16, Kala, Belagavi",589881,ZJXKN1328X,29TCQXO5839J1ZD,08839534134
SHP_8d8268,"Lala, Kadakia and Sangha","84/41
Handa Chowk, Bengaluru",563821,XOIVZ1590O,,+919026810880
SHP_f0975e,"Keer, ENT","H.No. 64
Srinivas Road, Mangaluru",562181,MUSGE3910X,29VTLWO6082L1ZX,+914972229315
SHP_92747c,Setty and Sons,"77, Pillai Road, Belagavi",588601,GWKCO5679H,29YCQGF2803T1ZH,9195573237
SHP_b14551,Krishnan-Mukherjee ENT,"81, Lall Road, Bengaluru",589021,ZWKQT5334N,29BZXDZ0110S1ZC,4458303768
SHP_767878,Mohan Group,"H.No. 04, Tailor Ganj, Mangaluru",568601,FHSDC8630L,29PYBMU9206G1ZS,09268077085
SHP_b5cb77,Bhatt-Chaudhary ENT,"H.No. 42, Dey Path, Mysuru",567121,XFKPC0582C,29XKJFX2708I1ZM,03563286598
SHP_94af9d,"Borah, Swaminathan and Wadhwa","75/882, Mann Zila, Mysuru",570141,LGDNM6666P,29LLVBV0698K1ZY,3625473815
SHP_3fd6b5,"Grover, Naik and Jain","32/408, Pradhan Chowk, Belagavi",588361,FKGGH3190I,,8594947983
SHP_cdabf1,Palan-Aurora ENT,"744
Barman Zila, Mangaluru",569401,QXQKP9535B,29JNXFY6373F1ZX,01521785905
SHP_67825c,Rana Group,"08, Swaminathan Marg, Hubballi",588341,JSYXK0926G,29LSVCO9896H1ZV,0124117390
SHP_b0e13c,Bhatnagar-Bhatti ENT,"H.No. 72, Deol Road, Bengaluru",580501,OYCPN8876J,29QRBFT4390I1ZE,01631802413
SHP_86a644,"Palla, Bansal and Thakur","61/96, Dubey Street, Mysuru",582881,WKKSU3291F,29ODEXT5621V1ZN,1623699273
SHP_4f4f49,"Andra, ENT","478, Raja Nagar, Hubballi",562201,WSHDF2642N,,+915898202067
SHP_c52cc0,"Pathak, Hora and Ram","97/22
Parmer, Mysuru",587961,XVJIM3784Z,29BPTZZ9737E1ZF,9135889191
SHP_18b0b4,Varughese-Kumar,"645
Basak Circle, Mangaluru",578701,NKIWK8305Q,29ERVOW8577O1ZS,5182603065
SHP_ced0eb,Raju PLC,"H.No. 518
Bhatia, Hubballi",578461,RXEOR0872Z,29ZZZCY3838U1ZJ,+914115890157
SHP_7b451b,"Sheth, ENT","197
Sarraf, Belagavi",562621,ZCHAN9498K,29CEFAX5272T1ZK,4652021820
SHP_5ca350,Nori-Choudhury ENT,"90, Loyal Road, Mysuru",571101,EYJYL8694T,29XQRBG1735U1ZR,1906523940
SHP_67d99a,"Kadakia, Bala and Nayak","234, Desai Nagar, Hubballi",564561,SKORZ7426C,,2810775950
SHP_360cf1,Hora ENT,"17, Dalal Zila, Mysuru",561741,KHGPE4272O,29GBJAZ5985X1ZM,6131697990
SHP_3e4055,Memon ENT,"429, Issac Road, Belagavi",562161,JIRAT9098P,29UZBCM1024J1ZN,+919468457637
SHP_a81077,Sant-Patla,"H.No. 38, Lad Chowk, Belagavi",571741,CMXOP0984S,,+919073175930
SHP_4780e9,"Dyal, Batra and Bora","94, Varughese Chowk, Bengaluru",570461,TFMKI5295E,29NCUMD4717T1ZQ,02018073409
SHP_32d683,Sahni PLC,"465, Boase Path, Hubballi",567441,QTSRJ6317G,29ANMYY3214F1ZX,+913325059108
SHP_2232a5,Deshpande-Chaudhari ENT,"H.No. 46
Kalita Zila, Bengaluru",571261,OVSTD1715H,29VICTR1270S1ZA,+910566880440
SHP_d68676,Sachar-Gandhi,"17/517
Ramaswamy Street, Mangaluru",587281,VIIBG0435Y,29GWYIS6045D1ZG,+912339739320
SHP_23e941,"Doshi, ENT","H.No. 956
Tak Street, Mysuru",583401,WBEHR9794J,29GDYZX3539F1ZT,1518443180
SHP_32b370,"Sawhney, Ravel and Khare","90/04, Chaudhari Chowk, Mysuru",572921,RWMWN0138G,29ACEWG4985C1ZH,8332019244
SHP_773528,Lata-Baria,"73/72, Pandit, Belagavi",567701,EJRLE3694X,29VNACH0032N1ZL,9125541915
SHP_e8f8fc,Loyal-Raval ENT,"193
Malhotra Road, Hubballi",583561,TYCTQ7037I,29KEZDK7466U1ZW,04261215379
SHP_ac1552,"Pai, Patel and Sethi","73
Acharya Ganj, Mangaluru",570261,CZGJU2556M,29AZYSU3843K1ZD,+916467024568
SHP_51bcf9,Sura-Kunda ENT,"H.No. 165
Ratta Zila, Bengaluru",589521,EQOOJ2083D,29OYJLP6085D1ZJ,00187156121
SHP_06f1fb,Lad-Amble ENT,"78/93, Mistry Nagar, Belagavi",561901,IYORX8397O,,8110207694
SHP_53f74d,"Bhatt, Kala and Madan","80/178
Jayaraman Street, Mangaluru",579641,SPIXC6049K,29CNFGP8557J1ZS,6559021776
SHP_876c1f,Sami ENT,"H.No. 354
Datta Ganj, Hubballi",580121,DFQYA6692R,29QUKZQ5495N1ZN,06964391183
SHP_02fa4c,"Natt, ENT","H.No. 29
Raju Street, Mysuru",561421,WHHHK0621V,29MICTA8038U1ZO,07463219721
SHP_565284,"Kala, Pradhan and Arora","72/12, Pathak Ganj, Bengaluru",563981,XCUDL8305N,29QSWNB6356T1ZR,2751495843
SHP_1cab01,"Sawhney, ENT","43/112
Khosla Ganj, Hubballi",569321,POKLW0280H,29MSAON4108B1ZR,7892895070
SHP_367513,Khalsa Inc,"54/23
Chandra Path, Mangaluru",580061,UNBJU3961U,,1357822341
SHP_923375,Apte-D’Alia,"64/695
Raman Chowk, Bengaluru",567641,JWSCT2909X,29MQKES1774U1ZI,+919173180748
SHP_e67e9b,Rastogi-Mand,"27/04
Yogi Circle, Mysuru",569901,KOXOX5900X,29SNLJP9181A1ZP,2642606516
SHP_6ac178,Viswanathan Ltd,"94/239
Dubey, Hubballi",589821,BZSBU5041I,29HDNTW1251F1ZV,01361865199
SHP_283cba,Halder-Nair,"46/951, Chaudhry Chowk, Mangaluru",587581,FNBRU4714T,29FNLEZ0877C1ZZ,8085925987
SHP_41b00c,Mahal LLC,"79/83, Dalal Path, Belagavi",563701,JNMTA1781B,29YTUCA5147F1ZG,9118511189
SHP_43ef7e,"Apte, Kadakia and Mani","39/986
Deep Chowk, Hubballi",560061,DHXRU1686P,,+913369398654
SHP_328fe3,Sarraf-Ranganathan ENT,"23/019, Bir Nagar, Mysuru",573001,EQVLK1659V,,9026051141
SHP_efb346,Bera-Panchal ENT,"H.No. 116
Naidu Road, Hubballi",583561,SDYGU1910F,29QGGYD0568I1ZK,+914528891895
SHP_62dae3,Arya-Iyer ENT,"90, Mody Path, Mangaluru",585201,GWQCA7513C,29FFIEH2966H1ZR,5883277611
SHP_941399,"Chakrabarti, ENT","H.No. 83
Srinivas Zila, Mangaluru",586381,ENVCM0562H,29KNGJC5381I1ZP,08653109381
SHP_243d86,Johal-Sabharwal ENT,"21/78
Palla Circle, Mysuru",564661,GVQIF8210I,29PSWBJ9885U1ZX,00770618373
SHP_583224,"Gade, ENT","76, Karpe Street, Bengaluru",584761,VKKKI5720J,29HPOCF3395G1ZL,8652591119
SHP_3a894b,"Bobal, Barad and Savant","45, Chahal Marg, Hubballi",574881,CLWRR9451U,29HTXQY1271Y1ZJ,+911852222939
SHP_e3f94f,Ghose-Pant,"66/24
Kara Circle, Belagavi",573761,UOBNQ3825I,29GOBRY7759V1ZI,09805669731
SHP_d75496,"Kurian, ENT","68/14, Khalsa Nagar, Mangaluru",565721,JDNTZ4406M,29AJTFW4524N1ZV,04226816909
SHP_fb6f05,Saran-Jayaraman,"H.No. 233, Das, Belagavi",587921,AYUUP4701E,29QQQVI3250B1ZV,7338137242
SHP_4d89a5,Wali Ltd,"H.No. 985, Bahl Road, Mangaluru",573461,ERWDK1360A,29DYNEP2871Q1ZB,05350999889
SHP_d99e3e,Chauhan-Borra ENT,"H.No. 96
Sastry Nagar, Mangaluru",562021,EQMIG6548S,29KPRDG6780I1ZW,9530883417
SHP_32b158,Aurora-Mohan,"H.No. 045
Dewan Circle, Mysuru",584621,ZRDJB4931C,29ZDRFV3198Q1ZJ,4879167358
SHP_a471c6,Sanghvi-Kapur,"H.No. 286, Gopal Zila, Mangaluru",570041,FGHHZ7543R,29NMKRO6188V1ZX,07380991255
SHP_eb7c89,D’Alia-Cheema,"27/998
Murty Chowk, Mysuru",582121,ASTPG6415J,,+913696502943
SHP_b06efb,Thakkar ENT,"71, Deshmukh Street, Mangaluru",571681,OLXRN6459Y,29VAEYY3547Z1ZJ,01587220374
SHP_2cfcad,Sharaf-Chakraborty ENT,"H.No. 40
Bali Chowk, Hubballi",586481,WNBDB6818M,,0742018508
SHP_301b6f,"Pathak, ENT","20/003, Kale Circle, Belagavi",575121,XPTKK7570U,29POINS3826U1ZP,04060740219
SHP_4cb3a9,Varughese-Sha,"520, Prasad Chowk, Belagavi",569341,WCVJK7444F,29WBBDF2992C1ZS,3579528367
SHP_7bf193,Manne ENT,"31/190, Kota Nagar, Belagavi",563941,HGKJX6614F,29BHDNL4175N1ZZ,7597696780
SHP_0f876e,Rai-Chaudhari ENT,"95, Sidhu Ganj, Mysuru",565661,ONIKD5266Z,29LVQUL8347A1ZD,07675673747
SHP_c14d91,Mane-Magar ENT,"14/507
Sibal Path, Mysuru",573261,ZGOCT8499X,29WOLVQ3016F1ZX,03610655389
SHP_b53ac5,Lall ENT,"H.No. 51, Sachdeva Zila, Mysuru",588221,MILEA6605D,,+918701578215
SHP_acc697,Kadakia-Salvi,"H.No. 09, Devan Circle, Hubballi",573121,AUHZJ7260V,29FVGPF3911L1ZS,1341281520
SHP_a5b9c0,Trivedi-Bhalla,"93
Krishna Street, Belagavi",589341,FQLFY3912P,,5058594758
SHP_bec6c0,"Palan, Rajan and Sodhi","23/292
Bhatnagar Street, Hubballi",569181,UTGOU2095U,29EYPHD9795M1ZT,+910653535448
SHP_1cf0cf,"Sethi, Palan and Ghose","00/153, Dhawan Street, Mysuru",573821,MIRLI6574Z,29QSAXJ8291R1ZK,05713558488
SHP_abde96,Chakrabarti ENT,"H.No. 925, Bakshi Nagar, Mangaluru",571721,ILXUA6965D,29VQXDT3037J1ZP,+913574660307
SHP_33747d,Bobal-Bali,"35/234, Murty, Mangaluru",579641,IWJSA4376Y,29RMKNU9955I1ZR,08353917626
SHP_5e9543,Pal-Borra ENT,"H.No. 01
Parikh Marg, Mysuru",566441,ETQMH9383K,29OOSDM0742G1ZM,+911822567744
SHP_204f48,"Sandhu, ENT","162, Varkey, Bengaluru",570601,MZZTN1311C,29HKJGE5569W1ZV,02484268832
SHP_d68e10,"Tank, ENT","16/527, Varghese Zila, Bengaluru",564101,TQZXL1699V,29DWAHF7964O1ZZ,5199439296
SHP_263844,Kara-Narang,"H.No. 74, Sachdev Chowk, Mysuru",584581,,29IXVDG4812V1ZK,+919328969897
SHP_79ce94,Mital LLC,"H.No. 936, Grewal Circle, Mangaluru",580221,PFSUR3441R,29XFTKG5808U1ZC,06837561518
SHP_57ff2f,Solanki-Bath,"02/99, Bawa Ganj, Bengaluru",583441,SBHAP0487B,,8317262374
SHP_b9f286,"Toor, Sampath and Deol","H.No. 83
Sathe Road, Hubballi",576841,VAQGB0752R,29KPBUD7004E1ZK,+919333261004
SHP_f0698d,Hari-Tak ENT,"06/748, Ramaswamy Chowk, Belagavi",576361,YUVQI7967Q,29SBYQC4181O1ZB,6402720058
SHP_21bcc0,"Pillay, Gopal and Manne","98/55, Dasgupta Path, Mysuru",588081,SWZUC7844H,29HVGAL6360Z1ZG,06520850639
SHP_0b3fc2,Tak ENT,"049
Loyal Zila, Belagavi",576221,,29BEWLH4534G1ZZ,09299494896
SHP_ac3f97,Vora Group,"H.No. 55, Chandra Chowk, Bengaluru",566821,RSPPH6793L,29OGYOH8670T1ZJ,+913512014098
SHP_141320,Soni LLC,"43
Bera Zila, Bengaluru",569861,SJFJT9069M,29ADLMX0121L1ZO,03522490132
SHP_82f00a,Dua Ltd,"16
Maharaj Zila, Mysuru",580841,,29JKVRZ7616D1ZO,00863332317
SHP_07cf53,"Thakkar, Sarna and Kannan","H.No. 186
Mallick Circle, Mangaluru",576981,JJJPW2312X,29IMOVB8600C1ZH,06344423709
SHP_8e9b4a,Trivedi-Som,"67/008, Chauhan Zila, Bengaluru",583201,VZPNH5209C,,3869642027
SHP_a95a32,Thaman-Pingle ENT,"H.No. 71
Narayan Path, Bengaluru",586581,,29FSXGK7202O1ZG,07729969723
SHP_a837bd,Madan-Parikh,"839
Mander Road, Mangaluru",577121,HCBNY5956X,,+919587250000
SHP_5e826e,"Yohannan, ENT","18/87
Nayak Path, Mangaluru",564241,UQCAM6052F,29LUZCF9412D1ZJ,9131906780
SHP_52a3ab,Shukla-Shan ENT,"64/91
Vala Chowk, Hubballi",565261,KKZYQ9396M,29PDOFK2339H1ZF,06854458037
SHP_971780,Manda ENT,"H.No. 862
Munshi Chowk, Bengaluru",570241,NTWKY0523R,29VEHBE2285L1ZG,03090057055
SHP_35f299,Srinivas Logistics,"88
Patel, Mysuru",571061,YIHZK5337Y,29PKPBW4905B1ZY,04051472990
SHP_81e6f3,Prashad-Kibe Global,"27/337
Sahota Street, Hubballi",571881,CRJNJ6645G,29LNIPA5593P1ZL,3525950427
SHP_a71130,Walla-Kakar Logistics,"32/443, Sathe Chowk, Bengaluru",566721,BNUXM8944N,29YDGLA6298O1ZF,+911980189858
SHP_9c513c,Loke Global,"54/96
Dugal Chowk, Mysuru",565981,MQKLM3745S,29AGOFQ6535C1ZR,08328212439
SHP_79fe4d,"Halder, Global","78
Ganesan Street, Mangaluru",561741,,29QRBTX0142T1ZZ,07886314549
SHP_b69122,Bala-Bhargava Solutions,"67/555, Parmar Path, Mangaluru",587601,QQKWK9556T,29QGOHH1011W1ZA,02865557837
SHP_ee7334,"Ravi, ENT","922, Ramakrishnan Ganj, Belagavi",561801,ODEWW4961K,29WLACF1059E1ZM,+914518957792
SHP_9e84c4,"Puri, Solutions","H.No. 438
Behl Path, Belagavi",582601,TCEIZ2155I,29COPIB7346N1ZY,+917501283972
SHP_75ba35,"Baral, Solutions","H.No. 00
Atwal Ganj, Hubballi",589661,JSSFV0485L,29CEJYH4306I1ZB,4139653029
SHP_c64a40,"Goel, ENT","H.No. 98, Ravel Path, Hubballi",570521,OCMMP5345Y,29VNPDM9563E1ZX,05877714318
SHP_c126f0,Bhalla Global,"H.No. 45
Pathak Chowk, Bengaluru",579241,GECTQ3414Q,29LFYUE0758T1ZA,08120062383
